# This document stores information about OSRS items that are
# not directly extractable from the OSRS Wiki. The purpose of
# the document is to aid item metadata extraction by normalizing
# item names
#
# The structure of the file is:
# itemID|itemName|normalizedName|statusCode
# 1) itemID is directly from the OSRS client cache
# 2) itemName is directly from the OSRS client cache
# 3) nomalizedName is the itemName normalized for the OSRS Wiki
# 4) statusCode documents specific item scenarios
#
# The specified statusCodes are:
# 0: no issue, normalized name used for direct Wiki query
# 1: invalid item (item has no name, or Null name)
# 2: unobtainable item (items that are no longer in game)
# 3: unusable item (things like board game pieces, puzzle box pieces)
# 4: item is not really an item (usually an item ID to link to an icon)
# 5: item has no dedicated, or related, page on OSRS wiki
# 6: equipable item bonuses extraction error
#
19|Holy grail|Holy grail (item)|0
17293|Purple balloon|Origami balloon|0
17294|Pink balloon|Origami balloon|0
17295|Black balloon|Origami balloon|0
17303|Statuette|Statuette (Spirits of the Elid)|0
17304|Robe of elidinis|Robe of elidinis (top)|0
17305|Robe of elidinis|Robe of elidinis (bottom)|0
17306|Torn robe|Torn robe (top)|6
17307|Torn robe|Torn robe (bottom)|6
17308|Shoes|Shoes (Spirits of the Elid)|0
17365|Red spice (4)|Red spice|0
17366|Orange spice (4)|Orange spice|0
17367|Brown spice (4)|Brown spice|0
17368|Yellow spice (4)|Yellow spice|0
17392|Rock|None|5
17417|Brulee|Brulee supreme|0
17418|Brulee|Brulee supreme|0
17419|Brulee|Brulee supreme|0
17424|Chest key|Chest key (Hazeel Cult)|0
17439|Schematic|Schematic (complete)|0
17440|Schematics|Schematic (Dondakan)|0
17441|Schematics|Schematics (Dwarf Engineer)|0
17442|Schematic|Schematics (Khorvak)|0
17582|Journal|Journal (Creature of Fenkenstrain)|0
17583|Letter|Letter (Creature of Fenkenstrain)|0
17596|Diary|Diary (Shades of Mort'ton)|0
17602|Serum 207 (4)|Serum 207|0
17603|Serum 208 (4)|Serum 208|0
17605|Olive oil(4)|Olive oil|0
17606|Sacred oil(4)|Sacred oil|0
17639|Black spear(p)|Black spear|0
17640|Black spear(p+)|Black spear|0
17641|Black spear(p++)|Black spear|0
17658|Family crest|Family crest (item)|0
17665|Yak-hide armour|Yak-hide armour (top)|0
17666|Yak-hide armour|Yak-hide armour (legs)|0
17673|A jester stick|None|2
17674|Apricot cream pie|None|2
17685|Guthix rest(4)|Guthix rest|0
17713|Rock|None|5
17714|Dwarf|None|4
17732|Notes|Notes (Rune Mysteries)|0
17741|Message|Message (Romeo & Juliet)|0
17747|Sea slug|None|4
17752|Silverlight key|Silverlight key (Captain Rovin)|0
17753|Silverlight key|Silverlight key (Sir Prysin)|0
17754|Silverlight key|Silverlight key (Wizard Traiborn)|0
17756|Ring of charos(a)|Ring of charos|0
17758|Compost potion(4)|Compost potion|0
17775|Bone key|Bone key (Ghosts Ahoy)|0
17776|Chest key|Chest key (Ghosts Ahoy)|0
17826|Letter|Letter (The Golem)|0
17829|Statuette|Statuette (The Golem)|0
17846|Mace|Ancient mace|0
17862|Book|Book (Shield of Arrav)|0
17863|Phoenix hq key|Weapon store key|0
17868|Restored shield|None|5
17874|Certificate|Certificate (Shield of Arrav)|0
17894|Scroll|Scroll (Elemental Workshop II)|0
17895|Key|Key (Elemental Workshop II)|0
17896|Pipe|Pipe (Elemental Workshop II)|0
17920|Monkey magic|None|4
17924|Monkey wrench|None|4
17929|Ninja monkey greegree|Ninja monkey greegree (small)|0
17930|Ninja monkey greegree|Ninja monkey greegree (medium)|0
17934|Zombie monkey greegree|Zombie monkey greegree (small)|0
17935|Zombie monkey greegree|Zombie monkey greegree (big)|0
17957|Chompy bird hat|Chompy bird hat (ogre bowman)|0
17958|Chompy bird hat|Chompy bird hat (bowman)|0
17959|Chompy bird hat|Chompy bird hat (ogre yeoman)|0
17960|Chompy bird hat|Chompy bird hat (yeoman)|0
17961|Chompy bird hat|Chompy bird hat (ogre marksman)|0
17962|Chompy bird hat|Chompy bird hat (marksman)|0
17963|Chompy bird hat|Chompy bird hat (ogre woodsman)|0
17964|Chompy bird hat|Chompy bird hat (woodsman)|0
17965|Chompy bird hat|Chompy bird hat (ogre forester)|0
17966|Chompy bird hat|Chompy bird hat (forester)|0
17967|Chompy bird hat|Chompy bird hat (ogre bowmaster)|0
17968|Chompy bird hat|Chompy bird hat (bowmaster)|0
17969|Chompy bird hat|Chompy bird hat (ogre expert)|0
17970|Chompy bird hat|Chompy bird hat (expert)|0
17971|Chompy bird hat|Chompy bird hat (ogre dragon archer)|0
17972|Chompy bird hat|Chompy bird hat (dragon archer)|0
17973|Chompy bird hat|Chompy bird hat (expert ogre dragon archer)|0
17974|Chompy bird hat|Chompy bird hat (expert dragon archer)|0
17987|Worn key|Tarnished key|0
17992|Teleport crystal (5)|Teleport crystal|0
18001|Golden feather|None|2
18008|Key|Key (The Lost Tribe)|0
18016|Bone key|Bone key (Shilo Village)|0
18049|Magical orb (a)|Magical orb|0
18106|Blue sweets|None|2
18107|Deep blue sweets|None|2
18108|White sweets|None|2
18110|Red sweets|None|2
18111|Green sweets|None|2
18112|Pink sweets|None|2
18161|Broken plate|None|2
18172|Pet cat|Cat|0
18173|Pet cat|Cat|0
18174|Pet cat|Cat|0
18175|Pet cat|Cat|0
18176|Pet cat|Cat|0
18177|Pet cat|Cat|0
18178|Overgrown hellcat|Hellcat|0
18179|Pet kitten|Cat|0
18180|Pet kitten|Cat|0
18181|Pet kitten|Cat|0
18182|Pet kitten|Cat|0
18183|Pet kitten|Cat|0
18184|Pet kitten|Cat|0
18185|Hell-kitten|Hellcat|0
18186|Pet cat|Cat|0
18187|Pet cat|Cat|0
18188|Pet cat|Cat|0
18189|Pet cat|Cat|0
18190|Pet cat|Cat|0
18191|Pet cat|Cat|0
18192|Hell cat|Hellcat|0
18199|Wily hellcat|Hellcat|0
18200|Lazy cat|Wily cat|0
18201|Lazy cat|Wily cat|0
18202|Lazy cat|Wily cat|0
18203|Lazy cat|Wily cat|0
18204|Lazy cat|Wily cat|0
18205|Lazy cat|Wily cat|0
18206|Lazy hell cat|Hellcat|0
18216|Stick|None|4
18217|Mouth grip|None|4
18359|Sara's blessed sword (full)|Saradomin's blessed sword|0
18366|Key master's key|None|2
18410|Grubs Ã  la mode|Grubs Ã¡ la mode|2
18609|Woven top|Woven top (brown)|0
18610|Woven top|Woven top (yellow)|0
18611|Woven top|Woven top (blue)|0
18612|Shirt|Shirt (brown)|0
18613|Shirt|Shirt (yellow)|0
18614|Shirt|Shirt (lilac)|0
18615|Trousers|Trousers (brown)|0
18616|Trousers|Trousers (lilac)|0
18617|Trousers|Trousers (blue)|0
18618|Shorts|Shorts (brown)|0
18619|Shorts|Shorts (yellow)|0
18620|Shorts|Shorts (blue)|0
18621|Skirt|Skirt (brown)|0
18622|Skirt|Skirt (lilac)|0
18623|Skirt|Skirt (blue)|0
18630|Abyssal dagger (p)|Abyssal dagger|0
18631|Abyssal dagger (p+)|Abyssal dagger|0
18632|Abyssal dagger (p++)|Abyssal dagger|0
18732|Tribal mask|Tribal mask (green)|0
18733|Tribal mask|Tribal mask (orange)|0
18734|Tribal mask|Tribal mask (blue)|0
18735|Tribal top|Tribal top (brown)|0
18736|Villager robe|Villager robe (brown)|0
18737|Villager hat|Villager hat (brown)|0
18738|Villager armband|Villager armband (brown)|0
18739|Villager sandals|Villager sandals (brown)|0
18740|Tribal top|Tribal top (blue)|0
18741|Villager robe|Villager robe (blue)|0
18742|Villager hat|Villager hat (blue)|0
18743|Villager sandals|Villager sandals (blue)|0
18744|Villager armband|Villager armband (blue)|0
18745|Tribal top|Tribal top (yellow)|0
18746|Villager robe|Villager robe (yellow)|0
18747|Villager hat|Villager hat (yellow)|0
18748|Villager sandals|Villager sandals (yellow)|0
18749|Villager armband|Villager armband (yellow)|0
18750|Tribal top|Tribal top (pink)|0
18751|Villager robe|Villager robe (pink)|0
18752|Villager hat|Villager hat (pink)|0
18753|Villager sandals|Villager sandals (pink)|0
18754|Villager armband|Villager armband (pink)|0
18755|Broodoo shield|Broodoo shield (green)|0
18756|Broodoo shield|Broodoo shield (orange)|0
18757|Broodoo shield|Broodoo shield (blue)|0
18761|Bandana eyepatch|Bandana eyepatch (white)|0
18762|Bandana eyepatch|Bandana eyepatch (red)|0
18763|Bandana eyepatch|Bandana eyepatch (blue)|0
18764|Bandana eyepatch|Bandana eyepatch (brown)|0
18769|Stick|None|2
18796|Empty fishbowl|Fishbowl|0
18805|Guam in a box|None|2
18806|Seaweed in a box|None|2
18818|Digsite pendant (5)|Digsite pendant|0
18821|Arrowheads|Arrowheads (Varrock Museum)|0
18822|Jewellery|Jewellery (item)|0
18855|Myre snelm|Myre snelm (round)|0
18856|Blood'n'tar snelm|Blood'n'tar snelm (round)|0
18857|Ochre snelm|Ochre snelm (round)|0
18858|Bruise blue snelm|Bruise blue snelm (round)|0
18860|Myre snelm|Myre snelm (pointed)|0
18861|Blood'n'tar snelm|Blood'n'tar snelm (pointed)|0
18862|Ochre snelm|Ochre snelm (pointed)|0
18863|Bruise blue snelm|Bruise blue snelm (pointed)|0
18864|Blamish myre shell|Blamish myre shell (round)|0
18865|Blamish red shell|Blamish red shell (round)|0
18866|Blamish ochre shell|Blamish ochre shell (round)|0
18867|Blamish blue shell|Blamish blue shell (round)|0
18869|Blamish myre shell|Blamish myre shell (pointed)|0
18870|Blamish red shell|Blamish red shell (pointed)|0
18871|Blamish ochre shell|Blamish ochre shell (pointed)|0
18872|Blamish blue shell|Blamish blue shell (pointed)|0
18884|Lit torch|Torch|0
18885|Unlit torch|Torch|0
18887|Dwarven stout(4)|Dwarven stout (keg)|0
18888|Asgarnian ale(4)|Asgarnian ale (keg)|0
18889|Greenmans ale(4)|Greenman's ale (keg)|0
18890|Mind bomb(4)|Mind bomb|0
18891|Dragon bitter(4)|Dragon bitter (keg)|0
18892|Moonlight mead(4)|Moonlight mead (keg)|0
18893|Axeman's folly(4)|Axeman's folly (keg)|0
18894|Chef's delight(4)|Chef's delight (keg)|0
18895|Slayer's respite(4)|Slayer's respite (keg)|0
18896|Cider(4)|Cider (keg)|0
18897|Dwarven stout(m4)|Dwarven stout(m) (keg)|0
18898|Asgarnian ale(m4)|Asgarnian ale(m) (keg)|0
18899|Greenmans ale(m4)|Greenman's ale(m) (keg)|0
18900|Mind bomb(m4)|Mind bomb(m)|0
18901|Dragon bitter(m4)|Dragon bitter(m) (keg)|0
18902|Moonlight mead(m4)|Moonlight mead(m) (keg)|0
18903|Axeman's folly(m4)|Axeman's folly(m) (keg)|0
18904|Chef's delight(m4)|Chef's delight(m) (keg)|0
18905|Slayer's respite(m4)|Slayer's respite(m) (keg)|0
18906|Cider(m4)|Cider(m) (keg)|0
18928|Half a meat pie|Meat pie|0
18929|Half a redberry pie|Redberry pie|0
18930|Half an apple pie|Apple pie|0
18938|Flour|None|2
18962|Half made crunchy|Half made crunchy (chocchip)|0
18963|Unfinished crunchy|Unfinished crunchy (spicy)|0
18964|Half made crunchy|Half made crunchy (toad)|0
18965|Unfinished crunchy|Unfinished crunchy (worm)|0
18966|Half made crunchy|Half made crunchy (chocchip)|0
18967|Unfinished crunchy|Unfinished crunchy (spicy)|0
18968|Half made crunchy|Half made crunchy (toad)|0
18969|Unfinished crunchy|Unfinished crunchy (worm)|0
18992|Tangled toads' legs|None|5
18996|Half made batta|Half made batta (fruit)|0
18997|Unfinished batta|Unfinished batta (worm)|0
18998|Half made batta|Half made batta (vegetable)|0
18999|Unfinished batta|Unfinished batta (cheese+tom)|0
19000|Half made batta|Half made batta (toad)|0
19001|Half made batta|Half made batta (fruit)|0
19002|Unfinished batta|Unfinished batta (worm)|0
19003|Half made batta|Half made batta (vegetable)|0
19004|Unfinished batta|Unfinished batta (cheese+tom)|0
19006|Half made bowl|Half made bowl (chocolate bomb)|0
19007|Half made bowl|Half made bowl (tangled toad's legs)|0
19008|Unfinished bowl|Unfinished bowl (worm hole)|0
19009|Half made bowl|Half made bowl (worm hole)|0
19010|Unfinished bowl|Unfinished bowl (chocolate bomb)|0
19011|Half made bowl|Half made bowl (tangled toad's legs)|0
19012|Unfinished bowl|Unfinished bowl (worm hole)|0
19019|Mixed saturday|Mixed saturday (heated)|0
19020|Mixed saturday|Mixed saturday (poured)|0
19021|Mixed saturday|Mixed saturday (shaker)|0
19022|Mixed dragon|Mixed dragon (garnished)|0
19023|Mixed dragon|Mixed dragon (poured)|0
19024|Mixed dragon|Mixed dragon (shaker)|0
19100|2/3 cake|Cake|0
19101|Slice of cake|Cake|0
19103|2/3 chocolate cake|Chocolate cake|0
19104|Chocolate slice|Chocolate cake|0
19135|1/2 plain pizza|Plain pizza|0
19137|1/2 meat pizza|Meat pizza|0
19139|1/2 anchovy pizza|Anchovy pizza|0
19141|1/2 pineapple pizza|Pineapple pizza|0
19173|Raw swamp paste|Swamp paste|0
19180|Half a garden pie|Garden pie|0
19183|Half a fish pie|Fish pie|0
19186|Half an admiral pie|Admiral pie|0
19189|Half a wild pie|Wild pie|0
19192|Half a summer pie|Summer pie|0
19304|Antidote+(3)|Antidote+|0
19305|Antidote+(2)|Antidote+|0
19306|Antidote+(1)|Antidote+|0
19308|Antidote++(3)|Antidote++|0
19309|Antidote++(2)|Antidote++|0
19310|Antidote++(1)|Antidote++|0
19311|Anti-venom(3)|Anti-venom|0
19312|Anti-venom(2)|Anti-venom|0
19313|Anti-venom(1)|Anti-venom|0
19314|Anti-venom+(3)|Anti-venom+|0
19315|Anti-venom+(2)|Anti-venom+|0
19316|Anti-venom+(1)|Anti-venom+|0
19317|Strength potion(3)|Strength potion|0
19318|Strength potion(2)|Strength potion|0
19319|Strength potion(1)|Strength potion|0
19320|Attack potion(3)|Attack potion|0
19321|Attack potion(2)|Attack potion|0
19322|Attack potion(1)|Attack potion|0
19323|Restore potion(3)|Restore potion|0
19324|Restore potion(2)|Restore potion|0
19325|Restore potion(1)|Restore potion|0
19326|Defence potion(3)|Defence potion|0
19327|Defence potion(2)|Defence potion|0
19328|Defence potion(1)|Defence potion|0
19329|Prayer potion(3)|Prayer potion|0
19330|Prayer potion(2)|Prayer potion|0
19331|Prayer potion(1)|Prayer potion|0
19332|Super attack(3)|Super attack|0
19333|Super attack(2)|Super attack|0
19334|Super attack(1)|Super attack|0
19335|Fishing potion(3)|Fishing potion|0
19336|Fishing potion(2)|Fishing potion|0
19337|Fishing potion(1)|Fishing potion|0
19338|Super strength(3)|Super strength|0
19339|Super strength(2)|Super strength|0
19340|Super strength(1)|Super strength|0
19341|Super defence(3)|Super defence|0
19342|Super defence(2)|Super defence|0
19343|Super defence(1)|Super defence|0
19344|Ranging potion(3)|Ranging potion|0
19345|Ranging potion(2)|Ranging potion|0
19346|Ranging potion(1)|Ranging potion|0
19347|Antipoison(3)|Antipoison|0
19348|Antipoison(2)|Antipoison|0
19349|Antipoison(1)|Antipoison|0
19350|Superantipoison(3)|Superantipoison|0
19351|Superantipoison(2)|Superantipoison|0
19352|Superantipoison(1)|Superantipoison|0
19353|Zamorak brew(3)|Zamorak brew|0
19354|Zamorak brew(2)|Zamorak brew|0
19355|Zamorak brew(1)|Zamorak brew|0
19356|Saradomin brew(3)|Saradomin brew|0
19357|Saradomin brew(2)|Saradomin brew|0
19358|Saradomin brew(1)|Saradomin brew|0
19359|Antifire potion(3)|Antifire potion|0
19360|Antifire potion(2)|Antifire potion|0
19361|Antifire potion(1)|Antifire potion|0
19362|Extended antifire(3)|Extended antifire|0
19363|Extended antifire(2)|Extended antifire|0
19364|Extended antifire(1)|Extended antifire|0
19365|Energy potion(3)|Energy potion|0
19366|Energy potion(2)|Energy potion|0
19367|Energy potion(1)|Energy potion|0
19368|Super energy(3)|Super energy|0
19369|Super energy(2)|Super energy|0
19370|Super energy(1)|Super energy|0
19371|Stamina potion(3)|Stamina potion|0
19372|Stamina potion(2)|Stamina potion|0
19373|Stamina potion(1)|Stamina potion|0
19374|Super restore(3)|Super restore|0
19375|Super restore(2)|Super restore|0
19376|Super restore(1)|Super restore|0
19377|Agility potion(3)|Agility potion|0
19378|Agility potion(2)|Agility potion|0
19379|Agility potion(1)|Agility potion|0
19380|Magic potion(3)|Magic potion|0
19381|Magic potion(2)|Magic potion|0
19382|Magic potion(1)|Magic potion|0
19383|Hunter potion(3)|Hunter potion|0
19384|Hunter potion(2)|Hunter potion|0
19385|Hunter potion(1)|Hunter potion|0
19386|Combat potion(3)|Combat potion|0
19387|Combat potion(2)|Combat potion|0
19388|Combat potion(1)|Combat potion|0
19389|Super combat potion(3)|Super combat potion|0
19390|Super combat potion(2)|Super combat potion|0
19391|Super combat potion(1)|Super combat potion|0
19392|Attack mix(1)|Attack mix|0
19393|Antipoison mix(1)|Antipoison mix|0
19394|Relicym's mix(1)|Relicym's mix|0
19395|Strength mix(1)|Strength mix|0
19396|Combat mix(1)|Combat mix|0
19397|Restore mix(1)|Restore mix|0
19398|Energy mix(1)|Energy mix|0
19399|Defence mix(1)|Defence mix|0
19400|Agility mix(1)|Agility mix|0
19401|Prayer mix(1)|Prayer mix|0
19402|Superattack mix(1)|Superattack mix|0
19403|Anti-poison supermix(1)|Anti-poison supermix|0
19404|Fishing mix(1)|Fishing mix|0
19405|Super energy mix(1)|Super energy mix|0
19406|Stamina mix(1)|Stamina mix|0
19407|Super str. mix(1)|Super str. mix|0
19408|Magic essence mix(1)|Magic essence mix|0
19409|Super restore mix(1)|Super restore mix|0
19410|Super def. mix(1)|Super def. mix|0
19411|Antidote+ mix(1)|Antidote+ mix|0
19412|Antifire mix(1)|Antifire mix|0
19413|Extended antifire mix(1)|Extended antifire mix|0
19414|Ranging mix(1)|Ranging mix|0
19415|Magic mix(1)|Magic mix|0
19416|Hunting mix(1)|Hunting mix|0
19417|Zamorak mix(1)|Zamorak mix|0
19418|Mixture - step 1(4)|None|5
19419|Mixture - step 1(3)|None|5
19420|Mixture - step 1(2)|None|5
19421|Mixture - step 1(1)|None|5
19422|Mixture - step 2(4)|None|5
19423|Mixture - step 2(3)|None|5
19424|Mixture - step 2(2)|None|5
19425|Mixture - step 2(1)|None|5
19426|Sanfew serum(3)|Sanfew serum|0
19427|Sanfew serum(2)|Sanfew serum|0
19428|Sanfew serum(1)|Sanfew serum|0
19429|Super ranging (3)|Super ranging|0
19430|Super ranging (2)|Super ranging|0
19431|Super ranging (1)|Super ranging|0
19432|Super magic potion (3)|Super magic potion|0
19433|Super magic potion (2)|Super magic potion|0
19434|Super magic potion (1)|Super magic potion|0
19435|Overload (3)|Overload|0
19436|Overload (2)|Overload|0
19437|Overload (1)|Overload|0
19438|Absorption (3)|Absorption|0
19439|Absorption (2)|Absorption|0
19440|Absorption (1)|Absorption|0
19441|Relicym's balm(3)|Relicym's balm|0
19442|Relicym's balm(2)|Relicym's balm|0
19443|Relicym's balm(1)|Relicym's balm|0
19448|Guthix balance(3)|Guthix balance|0
19449|Guthix balance(2)|Guthix balance|0
19450|Guthix balance(1)|Guthix balance|0
19451|Magic essence(3)|Magic essence|0
19452|Magic essence(2)|Magic essence|0
19453|Magic essence(1)|Magic essence|0
19455|Serum 207 (3)|Serum 207|0
19456|Serum 207 (2)|Serum 207|0
19457|Serum 207 (1)|Serum 207|0
19458|Serum 208 (3)|Serum 208|0
19459|Serum 208 (2)|Serum 208|0
19460|Serum 208 (1)|Serum 208|0
19461|Olive oil(3)|Olive oil|0
19462|Olive oil(2)|Olive oil|0
19463|Olive oil(1)|Olive oil|0
19464|Sacred oil(3)|Sacred oil|0
19465|Sacred oil(2)|Sacred oil|0
19466|Sacred oil(1)|Sacred oil|0
19467|Guthix rest(3)|Guthix rest|0
19468|Guthix rest(2)|Guthix rest|0
19469|Guthix rest(1)|Guthix rest|0
19470|Compost potion(3)|Compost potion|0
19471|Compost potion(2)|Compost potion|0
19472|Compost potion(1)|Compost potion|0
19486|Dragon javelin(p)|Dragon javelin|0
19487|Dragon javelin(p)|Dragon javelin|0
19488|Dragon javelin(p+)|Dragon javelin|0
19489|Dragon javelin(p+)|Dragon javelin|0
19490|Dragon javelin(p++)|Dragon javelin|0
19491|Dragon javelin(p++)|Dragon javelin|0
19527|Satchel|Satchel (Monkey Madness II)|0
19528|Satchel|Satchel (Monkey Madness II)|0
19556|Monkey|Monkey (Monkey Madness II)|0
19557|Monkey|None|4
19558|Nieve|None|4
19566|Bronze key|Bronze key (Monkey Madness II)|0
19567|Combat scarred key|None|5
19568|Combat scratched key|None|5
19659|Half a botanical pie|Botanical pie|0
19660|Half a botanical pie|Botanical pie|0
19661|Half a botanical pie|Botanical pie|0
19735|Challenge scroll (medium)|Challenge scroll|0
19737|Challenge scroll (medium)|Challenge scroll|0
19739|Challenge scroll (medium)|Challenge scroll|0
19741|Challenge scroll (medium)|Challenge scroll|0
19743|Challenge scroll (medium)|Challenge scroll|0
19745|Challenge scroll (medium)|Challenge scroll|0
19747|Challenge scroll (medium)|Challenge scroll|0
19749|Challenge scroll (medium)|Challenge scroll|0
19751|Challenge scroll (medium)|Challenge scroll|0
19753|Challenge scroll (medium)|Challenge scroll|0
19755|Challenge scroll (medium)|Challenge scroll|0
19757|Challenge scroll (medium)|Challenge scroll|0
19759|Challenge scroll (medium)|Challenge scroll|0
19761|Key (medium)|Key (Treasure Trails)|0
19763|Challenge scroll (medium)|Challenge scroll|0
19765|Challenge scroll (medium)|Challenge scroll|0
19767|Challenge scroll (medium)|Challenge scroll|0
19769|Challenge scroll (medium)|Challenge scroll|0
19771|Challenge scroll (medium)|Challenge scroll|0
19773|Challenge scroll (medium)|Challenge scroll|0
19775|Casket (medium)|Reward casket (medium)|0
19777|Casket (medium)|Reward casket (medium)|0
19779|Casket (medium)|Reward casket (medium)|0
19781|Casket (medium)|Reward casket (medium)|0
19812|Key (elite)|Key (Treasure Trails)|0
19815|Casket (easy)|Reward casket (easy)|0
19827|Casket (easy)|Reward casket (easy)|0
19832|Casket (easy)|Reward casket (easy)|0
19834|Casket (easy)|Reward casket (easy)|0
19837|Torn clue scroll (part 1)|Torn clue scroll|0
19838|Torn clue scroll (part 2)|Torn clue scroll|0
19839|Torn clue scroll (part 3)|Torn clue scroll|0
19841|Casket (hard)|Reward casket (hard)|0
19843|Casket (hard)|Reward casket (hard)|0
19845|Casket (hard)|Reward casket (hard)|0
19847|Challenge scroll (hard)|Challenge scroll|0
19849|Casket (hard)|Reward casket (hard)|0
19851|Casket (hard)|Reward casket (hard)|0
19855|Challenge scroll (hard)|Challenge scroll|0
19859|Challenge scroll (hard)|Challenge scroll|0
19861|Casket (hard)|Reward casket (hard)|0
19863|Casket (hard)|Reward casket (hard)|0
19865|Casket (hard)|Reward casket (hard)|0
19867|Casket (hard)|Reward casket (hard)|0
19869|Casket (hard)|Reward casket (hard)|0
19871|Casket (hard)|Reward casket (hard)|0
19873|Casket (hard)|Reward casket (hard)|0
19875|Casket (hard)|Reward casket (hard)|0
19877|Casket (hard)|Reward casket (hard)|0
19879|Casket (hard)|Reward casket (hard)|0
19881|Casket (hard)|Reward casket (hard)|0
19883|Challenge scroll (hard)|Challenge scroll|0
19885|Challenge scroll (hard)|Challenge scroll|0
19887|Puzzle box (hard)|Puzzle box|0
19889|Challenge scroll (hard)|Challenge scroll|0
19891|Puzzle box (hard)|Puzzle box|0
19893|Challenge scroll (hard)|Challenge scroll|0
19895|Puzzle box (hard)|Puzzle box|0
19897|Puzzle box (hard)|Puzzle box|0
19899|Challenge scroll (hard)|Challenge scroll|0
19901|Challenge scroll (hard)|Challenge scroll|0
19903|Puzzle box (hard)|Puzzle box|0
19905|Challenge scroll (hard)|Challenge scroll|0
19907|Challenge scroll (hard)|Challenge scroll|0
19909|Challenge scroll (hard)|Challenge scroll|0
19911|Puzzle box (hard)|Puzzle box|0
19912|Zombie head|Zombie head (Treasure Trails)|6
20005|Ring of nature|Ring of nature|6
20017|Ring of coins|Ring of coins|6
20280|Puzzle box (master)|Puzzle box|0
20281|Puzzle box (master)|Puzzle box|0
20282|Puzzle box (master)|Puzzle box|0
20283|None|None|1
20284|None|None|1
20285|None|None|1
20286|None|None|1
20287|None|None|1
20288|None|None|1
20289|None|None|1
20290|None|None|1
20291|None|None|1
20292|None|None|1
20293|None|None|1
20294|None|None|1
20295|None|None|1
20296|None|None|1
20297|None|None|1
20298|None|None|1
20299|None|None|1
20300|None|None|1
20301|None|None|1
20302|None|None|1
20303|None|None|1
20304|None|None|1
20305|None|None|1
20306|None|None|1
20307|None|None|1
20308|None|None|1
20309|None|None|1
20310|None|None|1
20311|None|None|1
20312|None|None|1
20313|None|None|1
20314|None|None|1
20315|None|None|1
20316|None|None|1
20317|None|None|1
20318|None|None|1
20319|None|None|1
20320|None|None|1
20321|None|None|1
20322|None|None|1
20323|None|None|1
20324|None|None|1
20325|None|None|1
20326|None|None|1
20327|None|None|1
20328|None|None|1
20329|None|None|1
20330|None|None|1
20331|None|None|1
20332|None|None|1
20333|None|None|1
20334|None|None|1
20335|None|None|1
20336|None|None|1
20337|None|None|1
20338|None|None|1
20339|None|None|1
20340|None|None|1
20341|None|None|1
20342|None|None|1
20343|None|None|1
20344|None|None|1
20345|None|None|1
20346|None|None|1
20347|None|None|1
20348|None|None|1
20349|None|None|1
20350|None|None|1
20351|None|None|1
20352|None|None|1
20353|None|None|1
20354|None|None|1
20391|None|None|1
20392|None|None|1
20393|Prayer potion(4)|Prayer potion|0
20394|Prayer potion(3)|Prayer potion|0
20395|Prayer potion(2)|Prayer potion|0
20396|Prayer potion(1)|Prayer potion|0
20397|Spear|Spear (Last Man Standing)|0
20398|Null|None|1
20399|Null|None|1
20400|Null|None|1
20404|Null|None|1
20409|Null|None|1
20410|Null|None|1
20411|Null|None|1
20412|Null|None|1
20413|Null|None|1
20414|Null|None|1
20419|Null|None|1
20420|Null|None|1
20425|Mystic robe top|Mystic robe top (blue)|0
20426|Mystic robe bottom|Mystic robe bottom (blue)|0
20427|Null|None|1
20445|Fire cape (broken)|Fire cape|0
20446|Fire cape (broken)|Fire cape|0
20447|Fire max cape (broken)|Fire max cape|0
20448|Fire max cape (broken)|Fire max cape|0
20449|Bronze defender (broken)|Bronze defender|0
20450|Bronze defender (broken)|Bronze defender|0
20451|Iron defender (broken)|Iron defender|0
20452|Iron defender (broken)|Iron defender|0
20453|Steel defender (broken)|Steel defender|0
20454|Steel defender (broken)|Steel defender|0
20455|Black defender (broken)|Black defender|0
20456|Black defender (broken)|Black defender|0
20457|Mithril defender (broken)|Mithril defender|0
20458|Mithril defender (broken)|Mithril defender|0
20459|Adamant defender (broken)|Adamant defender|0
20460|Adamant defender (broken)|Adamant defender|0
20461|Rune defender (broken)|Rune defender|0
20462|Rune defender (broken)|Rune defender|0
20463|Dragon defender (broken)|Dragon defender|0
20464|Dragon defender (broken)|Dragon defender|0
20465|Void knight top (broken)|Void knight top|0
20466|Void knight top (broken)|Void knight top|0
20467|Elite void top (broken)|Elite void top|0
20468|Elite void top (broken)|Elite void top|0
20469|Void knight robe (broken)|Void knight robe|0
20470|Void knight robe (broken)|Void knight robe|0
20471|Elite void robe (broken)|Elite void robe|0
20472|Elite void robe (broken)|Elite void robe|0
20473|Void knight mace (broken)|Void knight mace|0
20474|Void knight mace (broken)|Void knight mace|0
20475|Void knight gloves (broken)|Void knight gloves|0
20476|Void knight gloves (broken)|Void knight gloves|0
20477|Void mage helm (broken)|Void mage helm|0
20478|Void mage helm (broken)|Void mage helm|0
20479|Void ranger helm (broken)|Void ranger helm|0
20480|Void ranger helm (broken)|Void ranger helm|0
20481|Void melee helm (broken)|Void melee helm|0
20482|Void melee helm (broken)|Void melee helm|0
20483|Decorative sword (broken)|Decorative sword (gold)|0
20484|Decorative sword (broken)|Decorative sword (gold)|0
20485|Decorative armour (broken)|Decorative armour (gold platebody)|0
20486|Decorative armour (broken)|Decorative armour (gold platebody)|0
